what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292520975485
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.402.v201009080200,"org.eclipse.jst.j2ee.J2EEPerspective",1292520977806
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1292520979637
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1292520979683
closed,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292520979685
closed,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292520979705
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.closeAll",1292520979728
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.debug.ui",1292521010453
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521031740
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521066535
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521069517
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521071262
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521074429
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521078767
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521085276
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521094177
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.navigate.collapseAll",1292521097369
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521100916
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521109198
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521114140
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521119231
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521124397
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521165717
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521170845
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521191959
opened,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292521208429
activated,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292521208518
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1292521213105
closed,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292521213105
opened,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292521216579
activated,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292521216618
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1292521219742
closed,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292521219742
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521222598
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521234984
started,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1292521238610
started,bundle,org.eclipse.wst.sse.ui,1.2.2.v201008232126,"org.eclipse.wst.sse.ui",1292521238615
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1292521238754
started,bundle,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.ui",1292521238851
started,bundle,org.eclipse.jst.jsp.core,1.2.302.v201008251735,"org.eclipse.jst.jsp.core",1292521238879
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1292521238968
started,bundle,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui",1292521238992
opened,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1292521239023
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1292521239113
started,bundle,org.eclipse.jem.workbench,2.0.300.v200910290230,"org.eclipse.jem.workbench",1292521240070
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1292521240101
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1292521240103
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1292521240178
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521257044
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521293448
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1292521301566
opened,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292521304964
activated,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292521305049
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1292521306500
activated,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292521308494
executed,command,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors.lineNumberToggle",1292521325722
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1292521331619
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521337474
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521342117
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.goto.matching.bracket",1292521345878
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.goto.matching.bracket",1292521351352
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521353421
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521378573
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1292521381355
started,bundle,org.eclipse.wst.xsd.core,1.1.502.v201008201521,"org.eclipse.wst.xsd.core",1292521387029
started,bundle,org.eclipse.xsd,2.6.0.v20100914-1218,"org.eclipse.xsd",1292521387029
opened,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1292521387036
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1292521387132
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521389280
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521412416
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1292521421074
closed,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1292521421074
closed,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292521421089
closed,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1292521421107
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.closeAll",1292521421120
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1292521436779
started,bundle,org.eclipse.wst.ws.service.policy,1.0.203.v201004211732,"org.eclipse.wst.ws.service.policy",1292521436779
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1292521436787
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1292521436788
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521438990
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521480935
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1292521480946
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521481141
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521614986
started,bundle,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.ui",1292521616594
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.302.v201009091745,"org.eclipse.wst.jsdt.web.ui",1292521616698
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.302.v201009091745,"org.eclipse.wst.jsdt.web.core",1292521616707
started,bundle,org.eclipse.jst.jsf.common,1.2.1.v20100827,"org.eclipse.jst.jsf.common",1292521616753
started,bundle,org.eclipse.jst.jsf.core,1.3.2.v20100906,"org.eclipse.jst.jsf.core",1292521616756
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.0.v20100602,"org.eclipse.jst.jsf.facelet.ui",1292521616756
started,bundle,org.eclipse.jst.jsf.ui,1.3.1.v20100906,"org.eclipse.jst.jsf.ui",1292521616758
started,bundle,org.eclipse.wst.css.ui,1.0.501.v201008232042,"org.eclipse.wst.css.ui",1292521616768
opened,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1292521616831
activated,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1292521616868
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521664766
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521667543
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521708005
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521752134
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1292521752760
started,bundle,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui",1292521752773
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521761965
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521762687
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292521763798
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522037023
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522040047
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522040887
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1292522040980
closed,editor,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.core.htmlsource.source",1292522040980
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1292522044185
executed,command,,,"com.google.gdt.eclipse.suite.launch.ui.webappLaunchShortcut.run",1292522049586
started,bundle,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser",1292522049688
started,bundle,com.google.gwt.eclipse.oophm,1.4.0.v201010280102,"com.google.gwt.eclipse.oophm",1292522049732
opened,view,com.google.gwt.eclipse.oophm,1.4.0.v201010280102,"com.google.gwt.eclipse.DevModeView",1292522050019
activated,view,com.google.gwt.eclipse.oophm,1.4.0.v201010280102,"com.google.gwt.eclipse.DevModeView",1292522050075
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1292522050396
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522051616
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522055623
opened,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1292522058228
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1292522058244
activated,view,com.google.gwt.eclipse.oophm,1.4.0.v201010280102,"com.google.gwt.eclipse.DevModeView",1292522060417
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1292522068514
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1292522072220
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522072718
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522093807
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522097414
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522098190
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1292522099118
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522110407
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522113211
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1292522113217
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522115527
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522124982
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522127139
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522129923
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1292522134108
activated,view,com.google.gwt.eclipse.oophm,1.4.0.v201010280102,"com.google.gwt.eclipse.DevModeView",1292522136984
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522149844
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522150393
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522150481
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522150808
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522154209
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522154641
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522154762
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522155659
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522157614
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522161910
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1292522162733
executed,command,,,"com.google.gdt.eclipse.suite.launch.ui.webappLaunchShortcut.run",1292522165533
activated,view,com.google.gwt.eclipse.oophm,1.4.0.v201010280102,"com.google.gwt.eclipse.DevModeView",1292522165633
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1292522166031
activated,view,com.google.gwt.eclipse.oophm,1.4.0.v201010280102,"com.google.gwt.eclipse.DevModeView",1292522170473
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522177055
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522178023
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1292522178026
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522214870
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522222500
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522223358
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522228147
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522228319
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522312317
activated,view,com.google.gwt.eclipse.oophm,1.4.0.v201010280102,"com.google.gwt.eclipse.DevModeView",1292522312445
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522317923
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522318514
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522318682
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522319844
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522324961
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522325691
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522330016
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522356414
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522356491
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522358864
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1292522358868
activated,view,com.google.gwt.eclipse.oophm,1.4.0.v201010280102,"com.google.gwt.eclipse.DevModeView",1292522400800
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522401575
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522403753
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522406569
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522406769
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522432610
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522434272
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522437142
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522500627
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1292522504737
activated,view,com.google.gwt.eclipse.oophm,1.4.0.v201010280102,"com.google.gwt.eclipse.DevModeView",1292522511712
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1292522512005
activated,view,com.google.gwt.eclipse.oophm,1.4.0.v201010280102,"com.google.gwt.eclipse.DevModeView",1292522518064
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522521739
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522522012
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522531417
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522765933
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522952347
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522952920
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522954004
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522954240
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522957495
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522961376
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1292522962557
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522966744
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522968353
activated,view,com.google.gwt.eclipse.oophm,1.4.0.v201010280102,"com.google.gwt.eclipse.DevModeView",1292522969284
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1292522972709
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522975902
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1292522979362
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522989785
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1292522989791
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292522991595
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292523094800
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.ui",1292523097052
activated,view,com.google.gwt.eclipse.oophm,1.4.0.v201010280102,"com.google.gwt.eclipse.DevModeView",1292523097790
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292523103572
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292523103838
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1292523121167
opened,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292523127769
activated,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292523127809
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292523146695
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1292523148845
opened,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292523155724
activated,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292523155765
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292523191378
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292523193239
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292523266825
activated,view,com.google.gwt.eclipse.oophm,1.4.0.v201010280102,"com.google.gwt.eclipse.DevModeView",1292523269761
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292523271247
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292523279506
activated,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292523279520
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292523281975
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292523294482
activated,view,com.google.gwt.eclipse.oophm,1.4.0.v201010280102,"com.google.gwt.eclipse.DevModeView",1292523299820
activated,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292523306296
started,bundle,org.eclipse.ui.cheatsheets,3.4.0.v20100427,"org.eclipse.ui.cheatsheets",1292523307217
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292523307288
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.window.quickAccess",1292523307303
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292523311312
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1292523312218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292523313078
